Capverdian Creole,Portuguese,English
gora m te fazê kel powerpoint ou bô te fazêl?,agora eu faço o powerpoint ou fazês tu?,Now I do the powerpoint or do you?
"Bô podê fazêl, m te sem Word","Tu podes o fazer, estou sem Word","You can do it, I'm without Word"
"també bô podê fazê capa, má einda êne ê p envial","também tu podes fazer a capa, mas ainda não é para enviar","you can also make the cover, but it is not yet to send"
"ok, ta bom, jám enviób um email","ok, está bom, já te enviei um email","Ok, it's good, I already sent you an email"
"Kel introdução te bá até lá ondê ke m tem pust kel ""etc""","A introdução vai até onde eu tenho colocado o ""etc""","The introduction goes as far as I have put the ""etc"""
Kel ot ê ot folha,Aquele outro é uma outra folha,That other is another sheet
Má manhá um te compol lá ne escola,Mas amanhã eu lhe darei um jeito aí na escola,But tomorrow I'll fix it up at school
ok de boa ntom,"ok, está bom então","Ok, that's good then"
Rafa dzê so bô te podê mendem fote de bô keder de circuitos p m podê enviel el,O Rafa disse se tu poderias me enviar fotos do teu caderno de circuitos para eu poder as enviar para ele,Rafa said if you could send me photos of your circuit notebook so I can send them to him
ou no marca trá fote p enviel,ou podemos marcar tirar fotos para os enviar à ele,or we can arrange to take pictures to send them to him
jáme enviel es na messager,Eu já os enviei para ele no messager,I already sent them to him at Messenger
Bô te podê manda nos kel cosa de Packet Tracer p email?,Tu podes nos enviar aquelá coisa do Packet Tracer por email?,Can you send us that Packet thing by email?
"perá te bem manda bzot el, má go ke m tite bem fazêl","Espera eu a enviarei para voces, mas agora que eu vou faze-lo","Wait I will send it to you, but I will do it now"
"jám fazê kel 3, drete","já fiz o 3, corretamente","I already made the 3, correctly"
go tite bem fazê kel 4,agora vou fazer o 4,Now I'm going to do the 4
kel 1B einda mim êne intendel,o 1B ainda eu não o entendi,1b still I didn't understand it
tite falta ê kel 3b,esta a faltar o 3B,3b is missing 
kel 1B já bô tinha el feite,o 1B já tu o tinhas feito,1b you did it already
E kel C ê kel ke no fazê,E o C é aquele que nós fizemos,And C is the one we did
Bá lá ne kel email ke m mandób bô te otxá uns cosa interessante,Vai no email que eu te enviei e vais encontrar umas coisas interessantes,Go to the email that I sent you and you will find some interesting things
jám fazêl,Eu já o fiz,I already did it
ok txám bem xpiel,ok deixa-me ir ver,ok let me see
jám tite oia kel document,já estou a ver o documento,I'm already seeing the document
m tite bei xpia kel document manhã,eu vou ver o documento amanhã,I will see the document tomorrow
onte m bei xpia kel document,ontem eu foi ver o documento,yesterday I went to see the document
hoje m tite bei xpia kel document,hoje eu irei ver o documento,today i will see the document
"Kel 4 acho ke m fazêl erród, m fazêl como um sinal discret má el ê continuo","o 4 acho que eu o fiz errado, eu o fiz como um sinal discreto mas ele é contínuo","4 I think I did it wrong, I did it as a discreet signal but it is continuous"
"yah m dá fe, m tei te tenta fazêl","yah eu dei conta disso, estou aqui a tentar o fazer","Yah I realized this, I'm here trying to do it"
Mim també,Eu também,Me too
"Má esse exercício ê mut dificil, manera ke no tite bei fazêl","mas este exercício é muito difícil, como é que nós o vamos fazer","but this exercise is very difficult, how are we going to do it"
"Inda mim ke sabê, má dikanada m te tem um ideia","Ainda eu não sei, mas daqui a nada eu terei uma ideia","I still don't know, but soon I'll have an idea"
"pois, ntom despacha","pois, então despacha-te",well then hurry up
kualker cosa m te mandób fote,qualquer coisa eu te enviarei uma foto,anything I will send you a picture
el um reta ktite bei te aumenta exponencialmente,ele é uma reta que está a aumentar exponencialmente,It is a line that is increasing exponentially
m te otxá ke profesoressor dá bark ne kel part kel dzê ke el ê um sinal  contínuo,eu acho que o professor errou naquelá parte em que ele diz que é um sinal contínuo,I think the teacher got that part wrong where he says it's a continuous signal
Se ele ê continuo no tem ke usa ê kel muf cont de integral e bá xpiá kes sobreposição,Se ele é contínuo temos que utilizar aquelás coisas de integrais para ir ver as sobreposições,"If it is continuous, we have to use those integral things to go and see the overlaps"
"sim, manhám no te pol duvida nos duvida","sim, amanhã nós o colocaremos nossas duvidas","yes, tomorrow we will put our doubts"
"porkê se esse exercicio for contínua, el te fcá mas fácil","porque se o exercico for contínuo, ele fica mais fácil","because if the exercise is continuous, it gets easier"
"Kkk isse ê ke ta, ke mim um te otxá ke se fosse  discreto el era mas fácil","kkk isso é que esta, porque eu acho que se ele fosse discreto ele era mais fácil","lol that's what this is, because I think if he was discreet he would be easier"
"Má pront nem, gora ê bem intendê ukê ke profesoressor krê","mas pronto nem, agora é vir entender o que o professor quer","but that's not even, now it's time to understand what the teacher wants"
"pêra kel êne moda Varelá, manhá no te perguntal","Espero que ele não é como o Varelá, amanhã nós o perguntamos","Hope he's not like Varela, we'll ask him tomorrow"
també einda nada mesm,também ainda nada mesmo,also still nothing
m tem mais ou menos  ideia ê manera,eu tenho mais ou menos ideia como é,I have more or less idea how it is
Má problemá ke mim ke sabê escreve kel sinal x1 em função de x3,mas problema é que eu não sei escrever as funções x1 em função de x3,But I don't know how to write x1 functions as a function of x3
"justin muda m ta, tip m decompol","Estás igual a como estou, tipo eu o decompos","You're the same as I am, like I broke it down"
Má se no xpiá kel x3 tem algum cosa semelhante  ke kel parte ímpar de kel x1,Mas se formos ver o x3 tem alguma coisa semelhante com a parte ímpar do x1,But if we go to see x3 has something similar with the odd part of x1
manham no te discutil esse problema mior,amanhã nós o discutimos este problema melhor,tomorrow we discuss this problem better
Yh no te xpiá  se Raffaele já fazêl també,Yah nós vamos ver se o Raffaele já o fez também,Yah we will see if Raffaele has done it too
"mim m tite bei fazê um document m tite bei manda profesoressor ê fote mas nada, ou m te bei scanea nhá caderne m te mendel el","Eu também estou a fazer uma documentação e vou enviar ou professor somente fotos e mais nada, ou eu vou escanear o meu caderno e envio","I am also doing a documentation and I will send the teacher only photos and nothing else, or I will scan my notebook and send"
"Tava trá fote e fazêl um PDF, ke tem temp p desenha gráfico","Poderia tirar umas fotos e fazer um ficheiro PDF, não estou é com tempo para desenhar gráficos","I could take some pictures and make a PDF file, I'm not with time to draw graphics"
"m te bei scanea nhá cader, essim mas mior","vou escanear o meu caderno, assim é mais melhor","I'm going to scan my notebook, so it's better"
Yh també ê bom ideia,Yah também é boa ideia,Yah is also good idea
"já mim êne dit bei, tite bem xpêra um hospede","eu já não vou, estou a espera de uns hóspedes","I won't go anymore, I'm waiting for guests"
No ke consegui e acho ke tem algum erro ne kel 4,Nós não conseguimos e acho que tem algo de errado no número 4,We couldn't and I think there's something wrong with number 4
"sim, porkê el te bei dá um resultód xtronhe","sim, porque este irá dar uns resultados estranhos","Yes, because this will give some strange results"
"Má kel exercício, bô sebê resolvel","o exercício, tu o sabês resolver","The exercise, you know you to solve it"
"Mim má Jojó fazêl, má mim ke sabê sel te drete","eu e o Jojó o fizemos, mas não sei se está correto","Jojó and I did it, but I don't know if it is correct"
Mim jáme ke te lá ne escola,Eu já não estou ai na escola,I'm no longer there at school
"kel lápis, bô êne dem come imprestem el","O lápis, tu não tens como o me emprestar","The pencil, you can't lend it to me"
"ke te ke telefone, mandal p mensagem","não estou com telefone, envia-o por mensagem","I don't have a phone, send it by message"
"Sónia manera ke nome de kel pláca, kel bronk?","Sónia como é o nome da placa, a branca?","Sónia how is the name of the plaque, the white one?"
pláca de ukê mesm?,qual placa mesmo?,Which plaque really?
e també kel part ondê ke no tava liga kes fonte antes de ligas ne kel pláca,e também aquelá parte onde nós ligamos a fonte antes de ligar a pláca mesmo,and also that part where we turn on the source before turning on the plaque
Txál sem pô segunda no te pergunta kel estagiário,Deixa-o sem colocar e na segunda nós perguntamos ao estagiário,Leave it without putting it on and on Monday we ask the intern
Condê bô podêr mendem fote de kel tabela de frêquencia ke profesor tava te fazê lá dente de sala,quando tu puderes podes me enviar fotos da tabela de frequência que o professor estava a fazer aí dentro da sala,When you can send me photos of the frequency table that the teacher was doing there inside the class
m te organizal primer depox te mandób el,vou o organizar primeiro e depois eu o te envio,I will organize it first and then I will send it to you
"te dret, brigada desde já","está bem, obrigada desde agora","it's ok, thanks in advance"
D nada,de nada,you are welcome
"Ukê ke m tem ate gora, m te bem mandób el","o que eu tenho até agora, eu o vou te enviar","What I have so far, I will send you"
Manha um te mandób kel tabela,Amanhã eu te vou enviar a tabela,Tomorrow I will send you to table
"Bô te inspiród, má calma","Tu estar inspirado, más calma","You are inspired, but calm down"
Entrega ê terça?,A entrega é na terça?,Is delivery on Tuesday?
Tatuagem a bô escolha e de graça,Tatuagem à tua escolha e de graça,Tattoo of your choice and for free
"bom ideia, em!!!","boa ideia, em!!!","good ideia, am!!!"
"mim se m pô kel cosa lá kem te contsem, já sebê ukê ke es tite bei pô","eu se eu colocar aquelá coisa aí que eu conheço, já sei o que eles vão colocar","I if I put that thing there that I know, I already know what they're going to put"
jáme ke tem mas nada,Já não tenho mais nada,I don't have anything anymore
oiel bô dzêm algo,Vê ai e me diz algo,See there and tell me something
bô computador te atualizód?,O teu computador está atualizado?,Is your computer up to date?
Te kul e bh?,Estou bem e tu?,I'm fine and you?
"Mas um bocód, grinhessim, um tite láva roupa","Mais um tanto, agora estou à lávar roupas","A little more, now I'm doing laundry"
já bô xpiel?,Tu já o viste?,Have you seen him?
"Inda não, má kel ke bô tinha mandód antes sim.","Ainda não, mas o que tinha enviado antes sim.","Not yet, but what I had sent it before."
M oia uns cosa lá ke no tite bá muda de ordem,Eu vi algumas coisas aí que nós vamos mudar de ordem,I saw some things there that we're going to change order
"manera ke não, Sónia","Como não, Sónia","How not, Sonia"
"m ke te ke internet, má como um te confia na bô...","não estou com internet, mas como eu confio em ti...","I don't have internet, but as I trust you..."
"ta bom ntom, parceira","está bem então, parceira","Okay then, partner"
"Kel troboi, ne segunda no te xpiel, ke no tem ke xpiá ukê ke Rafael fazê e juntas","O trabalho, na segunda nós vamos o ver, porque nós temos de ver o que o Rafael fêz e juntá-los","The work, on Monday we are going to see it, because we have to see what Rafael did and put them together"
e kel de Rui també,e o do Rui também,And Rui's also
te manhám ntom,até amanhã então,see you tomorrow then
"bom estudo, apesar ke bô tite bá xtuda ê manhã dnote","bom estudo, apesar de que tu só vais estudar amanhã de noite.","good study, even though you won't study until tomorrow night."
hahaha manera ke bô devinha haha...,hahaha como é que adivinhaste haha...,hahaha how you guessed haha...
"jáme te ""contcêb"" Condê assunte ê xtuda","Já te ""conheço"" quando o assunto é estudar","I already ""know"" you when it comes to studying"
"Sónia bô te intendem, onoh?","Sónia tu me entendes, ou não?","Sónia you understand me, or not?"
klár,claro,Clear
bô sebê manera ke nhá cerebro te funciona,tu já sabês como o meu cerebro funciona,You already know how my brain works
Ne kel último  madrugada  antes de teste desempenho ê maior,Na última madrugada antes do teste o desempenho é maior,At the last dawn before the test the performance is greater
