Capverdian Creole,Portuguese,English
M kebrêl.,Eu quebrei.,I broke it.
M construil.,Eu construí.,I built it.
M podê bem.,Eu posso vir.,I can come.
M podê kuzinhá.,Eu posso cozinhar.,I can cook.
M podê pulá.,Eu posso pular.,I can jump.
M te consegui alê.,Eu consigo ler.,I can read.
M podê alê.,Eu posso cantar.,I can sing.
M podê fcá.,Eu posso ficar.,I can stay.
M sebê nadá.,Eu sei nadar.,I can swim.
M sabê nadá.,Eu sei nadar.,I can swim.
M podê xperá.,Eu posso esperar.,I can wait.
M podê andá.,Eu posso andar.,I can walk.
Mim ene de podê bei.,Eu não posso ir.,I can't go.
Mim ene de podê bé.,Eu não posso ir.,I can't go.
Mim ene de podê bai.,Eu não posso ir.,I can't go.
Mim ene de podê bá.,Eu não posso ir.,I can't go.
M fazê ess lá.,Eu fiz isso.,I did that.
M fezê ess lá.,Eu fiz isso.,I did that.
M te discordá.,Discordo.,I disagree.
M te preocupá.,Eu me preocupo.,I do worry.
M te duvidá.,Eu duvido.,I doubt it.
M te kmê ei.,Eu como aqui.,I eat here.
M te kmê li.,Eu como aqui.,I eat here.
M te invejêl.,Eu o invejo.,I envy him.
M te invejób.,Eu te invejo.,I envy you.
M tite sinti mal.,Eu me sinto mal.,I feel bad.
M tite sinti vei.,Eu me sinto velho.,I feel old.
M tite sinti bedjê.,Eu me sinto velho.,I feel old.
M sinti mal.,Eu me senti mal.,I felt bad.
M tava te sinti mal.,Eu me sentia mal.,I felt ill.
M sinti triste.,Eu me senti triste.,I felt sad.
M concertel.,Eu consertei isso.,I fixed it.
M incontrel.,Eu encontrei.,I found it.
M fcá ocupód.,Eu fiquei ocupado.,I got busy.
M perdê.,Eu me perdi.,I got lost.
M fcá doente.,Eu fiquei doente.,I got sick.
M te otxá.,Eu acho.,I guess so.
M tive ajuda.,Eu tive ajuda.,I had help.
M te odiób.,Te odeio.,I hate you.
M tem um.,Eu tenho um.,I have one.
M ganhá.,Eu ganhei.,I have won.
M te isdel.,Eu o ajudo.,I help him.
M te isdal.,Eu o ajudo.,I help him.
M te esdal.,Eu o ajudo.,I help him.
M te esdel.,Eu o ajudo.,I help him.
M te xperá ke não.,Espero que não.,I hope not.
M te contsê CPR.,Eu conheço CPR.,I know CPR.
M te contsêl.,Eu conheço ela.,I know her.
M te contsêl.,Eu o conheço.,I know him.
M te gosta de arte.,Eu gosto de arte.,I like art.
M te gosta del.,Eu gosto dele.,I like him.
M te gosta de chá.,Eu gosto de chá.,I like tea.
M te gosta de bô.,Gosto de você.,I like you.
M gosta.,Eu gostei.,I liked it.
M te ama Tom.,Eu amo Tom.,I love Tom.
M te ama chá.,Eu amo chá.,I love tea.
M te amób.,Eu te amo.,I love you.
M amá.,Eu amei.,I loved it.
M fazê chá.,Eu fiz chá.,I made tea.
M fezê chá.,Eu fiz chá.,I made tea.
M fazê dos.,Eu fiz dois.,I made two.
M fezê dos.,Eu fiz dois.,I made two.
M contsês.,Eu os conheci.,I met them.
M devê corrê.,Eu devo correr.,I must run.
M devê krrê.,Eu devo correr.,I must run.
M precisa de ar.,Eu preciso de ar.,I need air.
M precisa de gel.,Eu preciso de gelo.,I need ice.
M precisa de bô.,Eu preciso de você.,I need you.
M precisa de ocê.,Eu preciso de você.,I need you.
M precisa de bocê.,Eu preciso de você.,I need you.
Mim m entrá em panico.,Eu entrei em panico.,I panicked.
M prometê.,Eu prometi.,I promised.
M fegui.,Eu fugi.,I ran away.
M krrê pa casa.,Corri para casa.,I ran home.
M te lembrá.,Eu lembro.,I remember.
M dzê ke sim.,Eu disse sim.,I said yes.
M dzê sim.,Eu disse sim.,I said yes.
M sentá.,Eu me sentei.,I sat down.
M oiá iss.,Eu vi isso.,I saw that.
M oies.,Eu os vi.,I saw them.
M gritá.,Eu gritei.,I screamed.
M tite oies.,Eu vejo eles.,I see them.
M sobreivê.,Eu sobrevivi.,I survived.
M vomitá.,Eu vomitei.,I threw up.
M tentá.,Eu tentei.,I tried it.
M te usá iss.,Eu uso isso.,I use this.
M krê um!,Eu quero um!,I want one!
M krê um.,Eu quero um.,I want one.
M krê bô.,Quero você.,I want you.
M krê bocê.,Quero você.,I want you.
M krê ocê.,Quero você.,I want you.
M tava longe.,Eu estava longe.,I was away.
M tava ocupód.,Estava ocupado.,I was busy.
Mim era bom.,Eu era bom.,I was good.
M tava trozód..,Eu estava atrasado.,I was late.
M tava pirdid.,Eu estava perdido.,I was lost.
M tive doente.,Estive doente.,I was sick.
M tite bei tentá.,Vou tentar.,I will try.
M te exercitá.,Eu me exercito.,I work out.
M xkrevê.,Eu escrevi.,I wrote it.
M tava aceitá.,Eu aceitaria.,I'd accept.
M tite bei verifica.,Vou verificar.,I'll check.
M tite bé verifica.,Vou verificar.,I'll check.
M tite bai verifica.,Vou verificar.,I'll check.
M tite bá verifica.,Vou verificar.,I'll check.
M tite bei fazê iss.,Eu vou fazer isso.,I'll do it.
M tite bai fazê iss.,Eu vou fazer isso.,I'll do it.
M tite bé fazê iss.,Eu vou fazer isso.,I'll do it.
M tite bá fazê iss.,Eu vou fazer isso.,I'll do it.
M tite bei fezê iss.,Eu vou fazer isso.,I'll do it.
M tite bai fezê iss.,Eu vou fazer isso.,I'll do it.
M tite bé fezê iss.,Eu vou fazer isso.,I'll do it.
M tite bá fezê iss.,Eu vou fazer isso.,I'll do it.
M tite bem sei.,Eu vou partir.,I'll leave.
M tite bem atirá.,Eu vou atirar.,I'll shoot.
M tite bem fcá.,Eu vou ficar.,I'll stand.
M te bem fcá.,Eu vou ficar.,I'll stand.
M tite bem kmeça.,Vou começar.,I'll start.
Mim ê francês.,Eu sou francês.,I'm French.
Mim ê Koreano.,Eu sou Koreano.,I'm Korean.
Mim ê um herói.,Eu sou um herói.,I'm a hero.
Mim ê um minirose.,Eu sou um mentiroso.,I'm a liar.
M tite assá!,Estou assando!,I'm baking!
M te melhor.,Eu estou melhor.,I'm better.
M tite comprá.,Eu estou comprando.,I'm buying.
M te comprá.,Eu estou comprando.,I'm buying.
Mim ê gordinha.,Sou gordinha.,I'm chubby.
M tite kmê.,Estou comendo.,I'm eating.
M te kmê.,Estou comendo.,I'm eating.
Mim ê famose.,Eu sou famoso.,I'm famous.
Mim ê mas rapte.,Eu sou mais rápido.,I'm faster.
Mim ê flácido.,Eu sou flácido.,I'm flabby.
Mim ê ganaciose.,Eu sou ganancioso.,I'm greedy.
M tite escondê.,Estou escondendo.,I'm hiding.
Mim ê honest.,Eu sou honesto.,I'm honest.
Mim ê humilde.,Eu sou humilde.,I'm humble.
M te ke fome!,Eu estou com fome!,I'm hungry!
M te imune.,Estou imune.,I'm immune.
M te na cama.,Estou na cama.,I'm in bed.
M t'na cama.,Estou na cama.,I'm in bed.
M tite brincá.,Estou brincando.,I'm joking.
M te krregód.,Estou carregado.,I'm loaded.
M te solitário.,Estou solitário.,I'm lonely.
M tite perdê.,Estou perdendo.,I'm losing.
M tite mudá.,Estou me mudando.,I'm moving.
Mim ê normal.,Eu sou normal.,I'm normal.
M tite pagá.,Estou pagando.,I'm paying.
M tite descansá.,Estou descansado.,I'm rested.
M te descansá.,Estou descansado.,I'm rested.
M te ruinód.,Estou arruinado.,I'm ruined.
M te abalód.,Estou abalado.,I'm shaken.
M te abolód.,Estou abalado.,I'm shaken.
Mim ê solter.,Sou solteiro.,I'm single.
Mim ê mogre.,Sou magro.,I'm skinny.
M te ke sone!,Estou com sono!,I'm sleepy!
Mim ê sorrater.,Eu sou sorrateiro.,I'm sneaky.
Mim ê sorreter.,Eu sou sorrateiro.,I'm sneaky.
Mim ê rigorose.,Eu sou rigoroso.,I'm strict.
Mim ê forte.,Eu sou forte.,I'm strong.
M tem trinta one.,Tenho trinta anos.,I'm thirty.
M te desperdiçód.,Estou desperdiçado.,I'm wasted.
M tentá.,Eu tentei.,I've tried.
Ignorá Tom.,Ignore Tom.,Ignore Tom.
Ignorel.,Ignore-o.,Ignore him.
El te ocupód?,Ele está ocupado?,Is he busy?
El te mort?,Ele está morto?,Is he dead?
El ê olt?,Ele é alto?,Is he tall?
El te fête?,Está feito?,Is it done?
El te fêt?,Está feito?,Is it done?
El te fete?,Está feito?,Is it done?
El te fet?,Está feito?,Is it done?
Ê de graça?,É de graça?,Is it free?
Ê difícil?,É difícil?,Is it hard?
Iss Ê amor?,Isso é amor?,Is it love?
Iss ê kul?,Isso é legal?,Is it nice?
Iss ê dxcontrá?,Isso é legal?,Is it nice?
Ê segur?,É seguro?,Is it safe?
Ê verdade?,É verdade?,Is it true?
Ê verdede?,É verdade?,Is it true?
Ê iss?,É isso?,Is that it?
Ê iss mesm?,É assim mesmo?,Is that so?
Te ke frio.,Está frio.,It is cold.
M fcá dret.,Ficou bem.,It went OK.
El tite bei funcioná.,Vai funcionar.,It'll work.
El tite bé funcioná.,Vai funcionar.,It'll work.
El tite bai funcioná.,Vai funcionar.,It'll work.
El tite bá funcioná.,Vai funcionar.,It'll work.
Ê um moda passager.,É uma moda passageira.,It's a fad.
Ê horrível.,É horrível.,It's awful.
Ê folse.,É falso.,It's bogus.
Ê volumose.,É volumoso.,It's bulky.
El ê borót.,É barato.,It's cheap.
El ê barót.,É barato.,It's cheap.
Ê borót.,É barato.,It's cheap.
Ê barót.,É barato.,It's cheap.
Te limp.,Está limpo.,It's clean.
EL te limp.,Está limpo.,It's clean.
Te ced.,É cedo.,It's early.
Ê ced.,É cedo.,It's early.
Ê ingrocód.,É engraçado.,It's funny.
Ê ingracód.,É engraçado.,It's funny.
Ê verde.,É verde.,It's green.
El ê verde.,É verde.,It's green.
Ê nhe CD.,É meu CD.,It's my CD.
Ê nha CD.,É meu CD.,It's my CD.
Ê dnot.,É noite.,It's night.
Te dnot.,É noite.,It's night.
EL te ne mim.,Está em mim.,It's on me.
Ê folse.,É falso.,It's phony.
El te pront.,Está pronto.,It's ready.
El te cert.,Está certo.,It's right.
Ê mes segur.,É mais seguro.,It's safer.
Ê mas segur.,É mais seguro.,It's safer.
Ê doce.,É doce.,It's sweet.
Ê xtronhê.,É estranho.,It's weird.
El te erród.,Está errado.,It's wrong.
Ê bossa.,É seu.,It's yours.
Ê de bossa.,É seu.,It's yours.
El ê de bossa.,É seu.,It's yours.
Apenas relaxá.,Apenas relaxe.,Just relax.
Fcá ket.,Fique quieto.,Keep quiet.
Fká ket.,Fique quieto.,Keep quiet.
Fká kêt.,Fique quieto.,Keep quiet.
Fká kêt.,Fique quieto.,Keep quiet.
Txel bei.,Deixe ele ir.,Let him go.
Txel bai.,Deixe ele ir.,Let him go.
Txel bé.,Deixe ele ir.,Let him go.
Txel bá.,Deixe ele ir.,Let him go.
Txal bei.,Deixe ele ir.,Let him go.
Txal bai.,Deixe ele ir.,Let him go.
Txal bé.,Deixe ele ir.,Let him go.
Txal bá.,Deixe ele ir.,Let him go.
Txel entrá.,Deixe-o entrar.,Let him in.
Txal entrá.,Deixe-o entrar.,Let him in.
Txam morrê.,Me deixe morrer.,Let me die.
Txem morrê.,Me deixe morrer.,Let me die.
Txam mrrê.,Me deixe morrer.,Let me die.
Txem mrrê.,Me deixe morrer.,Let me die.
Txam sai!,Deixe -me sair!,Let me out!
Txem sai!,Deixe -me sair!,Let me out!
Txam sai!,Deixe -me sair!,Let me out!
Txem sai!,Deixe -me sair!,Let me out!
Txam pagá.,Deixe-me pagar.,Let me pay.
Txem pagá.,Deixe-me pagar.,Let me pay.
Txam oiá.,Deixe-me ver.,Let me see.
Txem oiá.,Deixe-me ver.,Let me see.
Txam entrá.,Deixe-me tentar.,Let me try.
Txem entrá.,Deixe-me tentar.,Let me try.
Txá nos sai.,Deixe-nos sair.,Let us out.
No bei conversá.,Vamos conversar.,Let's chat.
No bé conversá.,Vamos conversar.,Let's chat.
No bai conversá.,Vamos conversar.,Let's chat.
No bá conversá.,Vamos conversar.,Let's chat.
No bei beijá.,Vamos nos beijar.,Let's kiss.
No bé beijá.,Vamos nos beijar.,Let's kiss.
No bai beijá.,Vamos nos beijar.,Let's kiss.
No bá beijá.,Vamos nos beijar.,Let's kiss.
No bei da uns bijim.,Vamos nos beijar.,Let's kiss.
No bé da uns bijim.,Vamos nos beijar.,Let's kiss.
No bai da uns bijim.,Vamos nos beijar.,Let's kiss.
No bá da uns bijim.,Vamos nos beijar.,Let's kiss.
No bei rezá.,Vamos rezar.,Let's pray.
No bé rezá.,Vamos rezar.,Let's pray.
No bai rezá.,Vamos rezar.,Let's pray.
No bá rezá.,Vamos rezar.,Let's pray.
No bei conversá.,Vamos conversar.,Let's talk.
No bé conversá.,Vamos conversar.,Let's talk.
No bai conversá.,Vamos conversar.,Let's talk.
No bá conversá.,Vamos conversar.,Let's talk.
No bei trebaia.,Vamos trabalhar.,Let's work.
No bé trebaia.,Vamos trabalhar.,Let's work.
No bai trebaia.,Vamos trabalhar.,Let's work.
No bá trebaia.,Vamos trabalhar.,Let's work.
Iluminá.,Iluminar.,Lighten up.
Oiá pe el.,Olhe para isso.,Look at it.
Oiá p iss.,Olhe para isso.,Look at it.
Oiá p mim.,Olhe para mim.,Look at me.
Xpiá p mim.,Olhe para mim.,Look at me.
Procurá.,Procure.,Look it up.
Amor te mechucá.,O amor machuca.,Love hurts.
Amor te mechacá.,O amor machuca.,Love hurts.
Mama txorá.,Mama chorou.,Mama cried.
Txá pralá!,Deixa para lá!,Never mind!
Sem comentár.,Sem comentários.,No comment.
Sem brinkaderá?,Sem brincadeiras?,No kidding?
Sem brinkederá?,Sem brincadeiras?,No kidding?
Sem brincederá?,Sem brincadeiras?,No kidding?
Sem brincaderá?,Sem brincadeiras?,No kidding?
Sem problemá!,Sem problemas!,No problem!
Sem problemá.,Sem problemas.,No problem.
"Oh, asser?",Oh sério?,"Oh, really?"
"Oh, aser?",Oh sério?,"Oh, really?"
De nov.,De novo.,Once again.
Panhá.,Pegar.,Pick it up.
Dfavor sentá.,Por favor sente-se.,Please sit.
Krrê p iss!,Corra para isso!,Run for it!
Krrê p traz!,Corra para isso!,Run for it!
Dzê dfavor.,Diga por favor.,Say please.
Sombreêl.,Sombreá -lo.,Shadow him.
El ê velha.,Ela é velha.,She is old.
El ê bedjá..,Ela é velha.,She is old.
El sorri.,Ela sorriu.,She smiled.
El te ocupód.,Ela está ocupada.,She's busy.
El te ocupadá.,Ela está ocupada.,She's busy.
El ê nice.,Ela é legal.,She's nice.
El ê kul.,Ela é legal.,She's nice.
El ê dxcontrá.,Ela é legal.,She's nice.
Fastá.,Afaste -se!,Stand back!
Fcá condód.,Fique acordado.,Stay awake.
Fká condód.,Fique acordado.,Stay awake.
Fcá afiód.,Fique afiado.,Stay sharp.
Fatá.,Afaste -se.,Step aside.
Pará de falá mintirá.,Pare de mentir.,Stop lying.
Pará de flá mintirá.,Pare de mentir.,Stop lying.
Bzot xtuda bestent.,Estudam muito.,Study hard.
Bzot xtuda bastent.,Estudam muito.,Study hard.
Panhá um ônibus.,Pegue um ônibus.,Take a bus.
Trá um soneca.,Tire um cochilo.,Take a nap.
Falá ma mim.,Fale comigo.,Talk to me.
Flá ma mim.,Fale comigo.,Talk to me.
M krê um mussin!,Que um menino!,That a boy!
M krê um boys!,Que um menino!,That a boy!
Iss te odê.,Isso machuca.,That hurts.
Iss te machuca.,Isso machuca.,That hurts.
Iss te funcioná.,Isso funciona.,That works.
Iss ê tud.,Isso é tudo.,That's all.
Ê tud.,Isso é tudo.,That's all.
Iss ê ingroçód.,Isto é engraçado.,That's fun.
Iss ê ingraçód.,Isto é engraçado.,That's fun.
Ê el.,É ela.,That's her.
Esse ê kel dceu.,Esse é o dele.,That's his.
Iss ê xtronhê.,Isso é estranho.,That's odd.
Es te concordá.,Eles concordam.,They agree.
Es fazê batota.,Eles trapaceiam.,They cheat.
Es fezê batota.,Eles trapaceiam.,They cheat.
Es fazê botota.,Eles trapaceiam.,They cheat.
Es fezê botota.,Eles trapaceiam.,They cheat.
Es fazê macakiçê.,Eles trapaceiam.,They cheat.
Es fezê macakiçê.,Eles trapaceiam.,They cheat.
Es fazê makekiçê.,Eles trapaceiam.,They cheat.
Es fezê makekiçê.,Eles trapaceiam.,They cheat.
Es votá.,Eles votaram.,They voted.
Ê iss.,É isso.,This is it.
Iss te funcioná.,Isso funciona.,This works.
Temp de vuá.,O tempo voa.,Time flies.
Temp já cabá.,O tempo acabou.,Time is up.
Tom concordá.,Tom concorda.,Tom agrees.
Tom te bebê.,Tom bebe.,Tom drinks.
Tom te bibê.,Tom bebe.,Tom drinks.
Tom te conduzi.,Tom dirige.,Tom drives.
Tom xkecê.,Tom esqueceu.,Tom forgot.
Tom isda.,Tom ajudou.,Tom helped.
Tom esda.,Tom ajudou.,Tom helped.
Tom pulá.,Tom pulou.,Tom jumped.
Tom oiá.,Tom olhou.,Tom looked.
Tom xpiá.,Tom olhou.,Tom looked.
Tom suspirá.,Tom suspirou.,Tom sighed.
Tom bocejá.,Tom bocejou.,Tom yawned.
Tom te mort.,Tom está morto.,Tom's dead.
Tom ê surd.,Tom é surdo.,Tom's deaf.
Tom morrê.,Tom's morreu.,Tom's died.
Tom mrrê.,Tom's morreu.,Tom's died.
Tom ê rapte.,Tom é rápido.,Tom's fast.
Tom te livre.,Tom está livre.,Tom's free.
Tom te fliz.,Tom está feliz.,Tom's glad.
Tom tei.,Tom está aqui.,Tom's here.
Tom te li.,Tom está aqui.,Tom's here.
Tom sei.,Tom saiu.,Tom's left.
Tom sêi.,Tom saiu.,Tom's left.
Tom te dret.,Tom está bem.,Tom's well.
Sorte dure!,Dura sorte!,Tough luck!
Aumentá.,Aumente.,Turn it up.
Xperá um pkedim.,Espere um pouco.,Wait a bit.
Xperá um segund.,Espere um segundo.,Wait a sec.
Tud nos tite bei morrê.,Todos nós morremos.,We all die.
Tud nos tite bei mrrê.,Todos nós morremos.,We all die.
Nos ê ome.,Nós somos homens.,We are men.
No comprá CDs.,Compramos CDs.,We buy CDs.
No podê pagá.,Podemos pagar.,We can pay.
No podê tentá.,Nós podemos tentar.,We can try.
No podê ganhá.,Nós podemos ganhar.,We can win.
No te gosta.,Nós gostamos.,We like it.
No consegui.,Conseguimos.,We made it.
No podê.,Conseguimos.,We made it.
No devê bei.,Nós devemos ir.,We must go.
No devê bai.,Nós devemos ir.,We must go.
No devê bé.,Nós devemos ir.,We must go.
No devê bá.,Nós devemos ir.,We must go.
No precisa diss.,Nos precisamos disto.,We need it.
No oiób.,Nós vimos você.,We saw you.
No krê.,Nós queremos.,We want it.
No tite bei kuzinhá.,Vamos cozinhar.,We'll cook.
No tite bé kuzinhá.,Vamos cozinhar.,We'll cook.
No tite bai kuzinhá.,Vamos cozinhar.,We'll cook.
No tite bá kuzinhá.,Vamos cozinhar.,We'll cook.
No tite bei falha.,Vamos falhar.,We'll fail.
No tite bé falha.,Vamos falhar.,We'll fail.
No tite bai falha.,Vamos falhar.,We'll fail.
No tite bá falha.,Vamos falhar.,We'll fail.
No tite bei esda.,Vamos ajudar.,We'll help.
No tite bé esda.,Vamos ajudar.,We'll help.
No tite bai esda.,Vamos ajudar.,We'll help.
No tite bá esda.,Vamos ajudar.,We'll help.
No tite bei isda.,Vamos ajudar.,We'll help.
No tite bé isda.,Vamos ajudar.,We'll help.
No tite bai isda.,Vamos ajudar.,We'll help.
No tite bá isda.,Vamos ajudar.,We'll help.
No tite bei obedecê.,Vamos obedecer.,We'll obey.
No tite bé obedecê.,Vamos obedecer.,We'll obey.
No tite bai obedecê.,Vamos obedecer.,We'll obey.
No tite bá obedecê.,Vamos obedecer.,We'll obey.
No tite bei passá.,Vamos passar.,We'll pass.
No tite bé passá.,Vamos passar.,We'll pass.
No tite bai passá.,Vamos passar.,We'll pass.
No tite bá passá.,Vamos passar.,We'll pass.
No tite bei nadá.,Nós nadaremos.,We'll swim.
No tite bé nadá.,Nós nadaremos.,We'll swim.
No tite bai nadá.,Nós nadaremos.,We'll swim.
No tite bá nadá.,Nós nadaremos.,We'll swim.
Bom xperá.,Bem espere.,We'll wait.
No tite bei andá.,Vamos andar.,We'll walk.
No tite bé andá.,Vamos andar.,We'll walk.
No tite bai andá.,Vamos andar.,We'll walk.
No tite bá andá.,Vamos andar.,We'll walk.
No tite bei trebalhá.,Vamos trabalhar.,We'll work.
No tite bé trebalhá.,Vamos trabalhar.,We'll work.
No tite bai trebalhá.,Vamos trabalhar.,We'll work.
No tite bá trebalhá.,Vamos trabalhar.,We'll work.
No te bei kuzinhá.,Vamos cozinhar.,We'll cook.
No te bé kuzinhá.,Vamos cozinhar.,We'll cook.
No te bai kuzinhá.,Vamos cozinhar.,We'll cook.
No te bá kuzinhá.,Vamos cozinhar.,We'll cook.
No te bei falha.,Vamos falhar.,We'll fail.
No te bé falha.,Vamos falhar.,We'll fail.
No te bai falha.,Vamos falhar.,We'll fail.
No te bá falha.,Vamos falhar.,We'll fail.
No te bei esda.,Vamos ajudar.,We'll help.
No te bé esda.,Vamos ajudar.,We'll help.
No te bai esda.,Vamos ajudar.,We'll help.
No te bá esda.,Vamos ajudar.,We'll help.
No te bei isda.,Vamos ajudar.,We'll help.
No te bé isda.,Vamos ajudar.,We'll help.
No te bai isda.,Vamos ajudar.,We'll help.
No te bá isda.,Vamos ajudar.,We'll help.
No te bei obedecê.,Vamos obedecer.,We'll obey.
No te bé obedecê.,Vamos obedecer.,We'll obey.
No te bai obedecê.,Vamos obedecer.,We'll obey.
No te bá obedecê.,Vamos obedecer.,We'll obey.
No te bei passá.,Vamos passar.,We'll pass.
No te bé passá.,Vamos passar.,We'll pass.
No te bai passá.,Vamos passar.,We'll pass.
No te bá passá.,Vamos passar.,We'll pass.
No te bei nadá.,Nós nadaremos.,We'll swim.
No te bé nadá.,Nós nadaremos.,We'll swim.
No te bai nadá.,Nós nadaremos.,We'll swim.
No te bá nadá.,Nós nadaremos.,We'll swim.
Bom xperá.,Bem espere.,We'll wait.
No te bei andá.,Vamos andar.,We'll walk.
No te bé andá.,Vamos andar.,We'll walk.
No te bai andá.,Vamos andar.,We'll walk.
No te bá andá.,Vamos andar.,We'll walk.
No te bei trebalhá.,Vamos trabalhar.,We'll work.
No te bé trebalhá.,Vamos trabalhar.,We'll work.
No te bai trebalhá.,Vamos trabalhar.,We'll work.
No te bá trebalhá.,Vamos trabalhar.,We'll work.
No te de volta.,Estamos de volta.,We're back.
Já no bem.,Estamos de volta.,We're back.
No te ocupód.,Estamos ocupados.,We're busy.
Já no te klor.,Foram realizadas.,We're done.
Já no te pront.,Foram realizadas.,We're done.
No te kitsê.,Estamos quites.,We're even.
No te dret.,Estamos bem.,We're fine.
No tava ei.,Estava aqui.,We're here.
No tava li.,Estava aqui.,We're here.
No te na casa.,Estamos em casa.,We're home.
No te li na casa.,Estamos em casa.,We're home.
No te trazód.,Estamos atrasados.,We're late.
No te trozód.,Estamos atrasados.,We're late.
No te pirdid.,Perdidos.,We're lost.
Nos era rik.,Eram ricos.,We're rich.
Nos era ric.,Eram ricos.,We're rich.
No te salve.,Estavam a salvo.,We're safe.
No te afundód.,Estamos afundados.,We're sunk.
Nos ê frók.,Somos fracos.,We're weak.
Ke dia!,Que dia!,What a day!
Ukê ke iss?,O que é isso?,What is it?
Ukê ktem de nov?,O que há de novo?,What's new?
Ondê ke m tá?,Onde estou?,Where am I?
Kem ke nos?,Quem somos nós?,Who are we?
Kem fazê iss?,Quem fez isso?,Who did it?
Kem fezê iss?,Quem fez isso?,Who did it?
Kem ke oiêm?,Quem me viu?,Who saw me?
Kem ke falá?,Quem falou?,Who talked?
